Date,Price,Open,High,Low,Vol.,Change %
"Feb 18, 2015","24,847.00","24,815.00","24,894.00","24,801.00",16.91K,0.07%
"Feb 17, 2015","24,830.00","24,750.00","24,892.00","24,660.00",37.21K,0.31%
"Feb 16, 2015","24,754.00","24,734.00","24,800.00","24,706.00",25.83K,0.11%
"Feb 13, 2015","24,728.00","24,456.00","24,734.00","24,434.00",44.23K,1.14%
"Feb 12, 2015","24,450.00","24,310.00","24,569.00","24,233.00",47.70K,0.53%
"Feb 11, 2015","24,320.00","24,522.00","24,574.00","24,244.00",56.43K,-0.85%
"Feb 10, 2015","24,528.00","24,500.00","24,621.00","24,396.00",39.72K,0.06%
"Feb 09, 2015","24,513.00","24,615.00","24,693.00","24,427.00",47.92K,-0.44%
"Feb 06, 2015","24,622.00","24,769.00","24,854.00","24,616.00",38.99K,-0.60%
"Feb 05, 2015","24,770.00","24,647.00","25,174.00","24,620.00",68.80K,0.46%
"Feb 04, 2015","24,656.00","24,556.00","24,846.00","24,556.00",50.93K,0.48%
"Feb 03, 2015","24,537.00","24,519.00","24,617.00","24,311.00",58.46K,0.14%
"Feb 02, 2015","24,502.00","24,520.00","24,534.00","24,350.00",46.27K,-0.13%
"Jan 30, 2015","24,535.00","24,578.00","24,772.00","24,452.00",50.73K,-0.25%
"Jan 29, 2015","24,597.00","24,858.00","24,858.00","24,568.00",13.50K,-1.13%
"Jan 28, 2015","24,878.00","24,764.00","25,002.00","24,609.00",70.94K,0.40%
"Jan 27, 2015","24,778.00","24,869.00","25,020.00","24,684.00",96.81K,-0.34%
"Jan 26, 2015","24,862.00","24,938.00","24,987.00","24,756.00",72.83K,-0.27%
"Jan 23, 2015","24,930.00","24,570.00","24,936.00","24,570.00",62.82K,1.42%
"Jan 22, 2015","24,580.00","24,299.00","24,599.00","24,268.00",54.83K,1.13%
"Jan 21, 2015","24,305.00","23,962.00","24,379.00","23,946.00",64.36K,1.40%
"Jan 20, 2015","23,969.00","23,760.00","23,999.00","23,660.00",56.33K,0.83%
"Jan 19, 2015","23,771.00","24,199.00","24,210.00","23,604.00",78.87K,-1.87%
"Jan 16, 2015","24,223.00","24,400.00","24,460.00","24,102.00",55.03K,-0.76%
"Jan 15, 2015","24,408.00","24,126.00","24,466.00","24,001.00",55.83K,1.13%
"Jan 14, 2015","24,136.00","24,243.00","24,403.00","24,053.00",58.84K,-0.46%
"Jan 13, 2015","24,248.00","24,051.00","24,291.00","23,900.00",53.76K,0.83%
"Jan 12, 2015","24,049.00","23,940.00","24,119.00","23,897.00",48.46K,0.49%
"Jan 09, 2015","23,931.00","23,825.00","24,187.00","23,825.00",61.46K,0.40%
"Jan 08, 2015","23,835.00","23,679.00","23,915.00","23,635.00",48.41K,0.76%
"Jan 07, 2015","23,655.00","23,436.00","23,746.00","23,301.00",64.74K,0.92%
"Jan 06, 2015","23,440.00","23,769.00","23,804.00","23,283.00",63.87K,-1.36%
"Jan 05, 2015","23,762.00","23,800.00","24,031.00","23,576.00",57.41K,-0.22%
"Jan 02, 2015","23,815.00","23,676.00","23,850.00","23,628.00",26.77K,0.70%
"Dec 31, 2014","23,649.00","23,447.00","23,676.00","23,419.00",19.38K,0.32%
"Dec 30, 2014","23,574.00","23,801.00","23,911.00","23,567.00",13.47K,-1.06%
"Dec 29, 2014","23,827.00","23,735.00","23,937.00","23,716.00",59.09K,1.81%
"Dec 28, 2014","23,404.00","23,404.00","23,404.00","23,404.00",-,0.02%
"Dec 24, 2014","23,400.00","23,360.00","23,465.00","23,320.00",37.65K,0.15%
"Dec 23, 2014","23,364.00","23,454.00","23,509.00","23,285.00",71.45K,-0.37%
"Dec 22, 2014","23,450.00","23,149.00","23,497.00","23,100.00",82.59K,1.30%
"Dec 21, 2014","23,149.00","23,149.00","23,149.00","23,149.00",-,-0.04%
"Dec 19, 2014","23,159.00","22,799.00","23,187.00","22,799.00",60.12K,1.62%
"Dec 18, 2014","22,789.00","22,594.00","22,911.00","22,558.00",63.23K,0.86%
"Dec 17, 2014","22,594.00","22,600.00","22,702.00","22,405.00",63.00K,-0.04%
"Dec 16, 2014","22,603.00","22,998.00","23,025.00","22,600.00",63.50K,-1.58%
"Dec 15, 2014","22,966.00","23,165.00","23,165.00","22,812.00",54.34K,-0.46%
"Dec 14, 2014","23,073.00","23,073.00","23,073.00","23,073.00",-,-0.47%
"Dec 12, 2014","23,182.00","23,373.00","23,428.00","23,182.00",51.07K,-0.77%
"Dec 11, 2014","23,363.00","23,474.00","23,495.00","23,130.00",62.58K,-0.57%
"Dec 10, 2014","23,497.00","23,488.00","23,674.00","23,270.00",67.42K,0.02%
"Dec 09, 2014","23,493.00","24,025.00","24,050.00","23,384.00",81.38K,-2.22%
"Dec 08, 2014","24,027.00","24,081.00","24,226.00","24,012.00",52.19K,-0.41%
"Dec 07, 2014","24,125.00","24,125.00","24,125.00","24,125.00",-,0.18%
"Dec 05, 2014","24,081.00","23,829.00","24,216.00","23,750.00",96.48K,1.06%
"Dec 04, 2014","23,828.00","23,402.00","23,873.00","23,399.00",71.95K,1.69%
"Dec 03, 2014","23,433.00","23,698.00","23,948.00","23,352.00",75.63K,-1.05%
"Dec 02, 2014","23,681.00","23,293.00","23,808.00","23,201.00",75.54K,1.66%
"Dec 01, 2014","23,294.00","23,960.00","24,017.00","23,254.00",77.66K,-2.82%
"Nov 30, 2014","23,970.00","23,970.00","23,970.00","23,970.00",-,-0.04%
"Nov 28, 2014","23,980.00","24,021.00","24,161.00","23,916.00",44.04K,-0.20%
"Nov 27, 2014","24,027.00","24,171.00","24,252.00","23,998.00",18.16K,-0.58%
"Nov 26, 2014","24,167.00","23,908.00","24,213.00","23,832.00",72.50K,1.09%
"Nov 25, 2014","23,907.00","23,897.00","23,953.00","23,827.00",89.73K,0.05%
"Nov 24, 2014","23,895.00","23,429.00","23,980.00","23,429.00",87.09K,2.05%
"Nov 21, 2014","23,415.00","23,284.00","23,524.00","23,194.00",50.53K,0.56%
"Nov 20, 2014","23,284.00","23,324.00","23,432.00","23,217.00",51.01K,-0.12%
"Nov 19, 2014","23,311.00","23,433.00","23,531.00","23,310.00",51.39K,-0.55%
"Nov 18, 2014","23,441.00","23,766.00","23,869.00","23,434.00",63.28K,-1.39%
"Nov 17, 2014","23,771.00","24,036.00","24,343.00","23,731.00",75.12K,-1.08%
"Nov 14, 2014","24,030.00","23,981.00","24,087.00","23,944.00",40.24K,0.20%
"Nov 13, 2014","23,981.00","23,887.00","24,095.00","23,805.00",54.62K,0.29%
"Nov 12, 2014","23,912.00","23,770.00","24,015.00","23,732.00",45.57K,0.63%
"Nov 11, 2014","23,763.00","23,745.00","23,937.00","23,726.00",49.70K,0.09%
"Nov 10, 2014","23,741.00","23,509.00","24,199.00","23,438.00",70.80K,1.01%
"Nov 07, 2014","23,504.00","23,655.00","23,848.00","23,386.00",80.97K,-0.63%
"Nov 06, 2014","23,652.00","23,714.00","23,797.00","23,612.00",37.82K,-0.21%
"Nov 05, 2014","23,702.00","23,823.00","23,888.00","23,587.00",48.40K,-0.46%
"Nov 04, 2014","23,811.00","23,829.00","24,032.00","23,745.00",51.69K,-0.08%
"Nov 03, 2014","23,830.00","23,964.00","24,087.00","23,817.00",42.38K,-0.47%
"Oct 31, 2014","23,943.00","23,686.00","24,080.00","23,565.00",59.11K,1.00%
"Oct 30, 2014","23,706.00","23,811.00","23,905.00","23,693.00",12.83K,-0.49%
"Oct 29, 2014","23,823.00","23,558.00","23,889.00","23,554.00",75.51K,1.03%
"Oct 28, 2014","23,579.00","23,198.00","23,603.00","23,089.00",120.13K,1.55%
"Oct 27, 2014","23,218.00","23,339.00","23,402.00","22,980.00",75.52K,-0.45%
"Oct 24, 2014","23,323.00","23,380.00","23,456.00","23,100.00",65.18K,-0.27%
"Oct 23, 2014","23,387.00","23,345.00","23,431.00","23,247.00",48.77K,0.15%
"Oct 22, 2014","23,353.00","23,107.00","23,460.00","23,080.00",66.51K,1.07%
"Oct 21, 2014","23,106.00","23,016.00","23,223.00","22,901.00",68.19K,0.35%
"Oct 20, 2014","23,026.00","23,043.00","23,290.00","23,000.00",54.10K,-0.06%
"Oct 17, 2014","23,040.00","22,848.00","23,137.00","22,545.00",72.51K,0.83%
"Oct 16, 2014","22,851.00","23,085.00","23,117.00","22,775.00",65.35K,-1.04%
"Oct 15, 2014","23,092.00","22,958.00","23,227.00","22,827.00",60.78K,0.57%
"Oct 14, 2014","22,960.00","23,180.00","23,405.00","22,946.00",73.23K,-0.93%
"Oct 13, 2014","23,176.00","23,011.00","23,262.00","22,750.00",70.72K,0.70%
"Oct 10, 2014","23,016.00","23,481.00","23,498.00","22,994.00",58.08K,-2.02%
"Oct 09, 2014","23,490.00","23,215.00","23,527.00","23,124.00",56.47K,1.15%
"Oct 08, 2014","23,223.00","23,335.00","23,353.00","23,106.00",55.09K,-0.52%
"Oct 07, 2014","23,344.00","23,250.00","23,461.00","23,140.00",69.18K,0.40%
"Oct 06, 2014","23,251.00","23,001.00","23,395.00","22,822.00",70.50K,1.12%
"Oct 03, 2014","22,993.00","22,821.00","23,100.00","22,511.00",86.97K,0.76%
"Sep 30, 2014","22,820.00","23,200.00","23,219.00","22,800.00",79.77K,-1.76%
"Sep 29, 2014","23,228.00","23,670.00","23,709.00","23,117.00",20.66K,-1.87%
"Sep 26, 2014","23,670.00","23,767.00","23,780.00","23,532.00",67.05K,-0.38%
"Sep 25, 2014","23,760.00","23,870.00","24,047.00","23,734.00",94.45K,-0.49%
"Sep 24, 2014","23,878.00","23,793.00","23,992.00","23,713.00",100.35K,0.27%
"Sep 23, 2014","23,814.00","23,998.00","24,012.00","23,796.00",73.66K,-0.74%
"Sep 22, 2014","23,991.00","24,300.00","24,308.00","23,930.00",56.94K,-1.24%
"Sep 19, 2014","24,292.00","24,161.00","24,418.00","24,123.00",60.88K,0.58%
"Sep 18, 2014","24,153.00","24,378.00","24,419.00","24,072.00",58.15K,-0.91%
"Sep 17, 2014","24,375.00","24,175.00","24,485.00","24,152.00",49.34K,0.79%
"Sep 16, 2014","24,183.00","24,419.00","24,428.00","24,141.00",36.33K,-0.93%
"Sep 15, 2014","24,409.00","24,561.00","24,577.00","24,280.00",47.67K,-0.62%
"Sep 12, 2014","24,561.00","24,637.00","24,686.00","24,444.00",44.02K,-0.35%
"Sep 11, 2014","24,648.00","24,640.00","24,739.00","24,556.00",45.70K,0.07%
"Sep 10, 2014","24,630.00","25,144.00","25,161.00","24,601.00",60.76K,-2.06%
"Sep 08, 2014","25,147.00","25,156.00","25,240.00","24,994.00",34.98K,-0.06%
"Sep 05, 2014","25,161.00","25,188.00","25,350.00","25,109.00",43.52K,-0.14%
"Sep 04, 2014","25,197.00","25,303.00","25,359.00","25,163.00",54.01K,-0.47%
"Sep 03, 2014","25,315.00","24,695.00","25,332.00","24,635.00",74.95K,2.52%
"Sep 02, 2014","24,692.00","24,690.00","24,773.00","24,525.00",50.52K,-0.02%
"Sep 01, 2014","24,697.00","24,684.00","24,851.00","24,591.00",43.10K,0.05%
"Aug 29, 2014","24,685.00","24,657.00","24,758.00","24,542.00",45.39K,-0.84%
"Aug 28, 2014","24,895.00","24,936.00","25,056.00","24,881.00",10.87K,-0.15%
"Aug 27, 2014","24,932.00","25,083.00","25,182.00","24,859.00",66.41K,-0.60%
"Aug 26, 2014","25,083.00","25,189.00","25,207.00","25,066.00",97.94K,-0.37%
"Aug 25, 2014","25,175.00","25,098.00","25,260.00","24,914.00",92.46K,0.30%
"Aug 22, 2014","25,099.00","24,997.00","25,158.00","24,990.00",51.12K,0.42%
"Aug 21, 2014","24,995.00","25,115.00","25,174.00","24,905.00",55.89K,-0.47%
"Aug 20, 2014","25,113.00","25,103.00","25,189.00","25,054.00",36.99K,0.02%
"Aug 19, 2014","25,107.00","24,905.00","25,177.00","24,857.00",57.79K,0.82%
"Aug 18, 2014","24,903.00","24,918.00","24,964.00","24,696.00",50.30K,0.00%
"Aug 15, 2014","24,904.00","24,756.00","24,972.00","24,743.00",45.69K,0.60%
"Aug 14, 2014","24,756.00","24,925.00","24,998.00","24,671.00",58.04K,-0.56%
"Aug 13, 2014","24,895.00","24,640.00","24,910.00","24,558.00",57.43K,1.06%
"Aug 12, 2014","24,633.00","24,602.00","24,701.00","24,480.00",44.52K,0.15%
"Aug 11, 2014","24,596.00","24,312.00","24,618.00","24,312.00",44.37K,1.22%
"Aug 08, 2014","24,300.00","24,371.00","24,475.00","24,126.00",69.66K,-0.29%
"Aug 07, 2014","24,370.00","24,480.00","24,496.00","24,317.00",46.79K,-0.53%
"Aug 06, 2014","24,500.00","24,599.00","24,605.00","24,343.00",52.14K,-0.37%
"Aug 05, 2014","24,591.00","24,506.00","24,680.00","24,430.00",50.67K,0.31%
"Aug 04, 2014","24,515.00","24,495.00","24,668.00","24,402.00",52.38K,-0.08%
"Aug 03, 2014","24,535.00","24,535.00","24,535.00","24,535.00",-,0.15%
"Aug 01, 2014","24,498.00","24,754.00","24,766.00","24,455.00",65.59K,-1.10%
"Jul 31, 2014","24,771.00","24,760.00","24,875.00","24,646.00",55.37K,-0.21%
"Jul 30, 2014","24,824.00","24,640.00","24,920.00","24,640.00",12.82K,0.79%
"Jul 29, 2014","24,630.00","24,395.00","24,683.00","24,371.00",65.47K,0.96%
"Jul 28, 2014","24,395.00","24,233.00","24,500.00","24,155.00",115.66K,0.66%
"Jul 25, 2014","24,235.00","24,160.00","24,250.00","24,075.00",81.88K,0.35%
"Jul 24, 2014","24,151.00","23,958.00","24,167.00","23,949.00",62.89K,0.80%
"Jul 23, 2014","23,959.00","23,795.00","23,980.00","23,795.00",59.66K,0.71%
"Jul 22, 2014","23,789.00","23,328.00","23,834.00","23,301.00",71.78K,1.98%
"Jul 21, 2014","23,326.00","23,409.00","23,494.00","23,307.00",31.73K,-0.35%
"Jul 18, 2014","23,409.00","23,486.00","23,490.00","23,205.00",52.11K,-0.36%
"Jul 17, 2014","23,493.00","23,530.00","23,626.00","23,402.00",41.16K,-0.09%
"Jul 16, 2014","23,513.00","23,417.00","23,588.00","23,371.00",39.77K,0.32%
"Jul 15, 2014","23,439.00","23,368.00","23,495.00","23,352.00",29.58K,0.31%
"Jul 14, 2014","23,366.00","23,202.00","23,497.00","23,170.00",41.78K,0.64%
"Jul 11, 2014","23,218.00","23,191.00","23,340.00","22,953.00",48.99K,0.05%
"Jul 10, 2014","23,206.00","23,150.00","23,291.00","23,143.00",27.91K,0.20%
"Jul 09, 2014","23,159.00","23,535.00","23,540.00","23,111.00",50.75K,-1.64%
"Jul 08, 2014","23,544.00","23,528.00","23,579.00","23,460.00",27.03K,0.03%
"Jul 07, 2014","23,538.00","23,549.00","23,597.00","23,432.00",30.60K,-0.12%
"Jul 06, 2014","23,566.00","23,566.00","23,566.00","23,566.00",-,0.08%
"Jul 04, 2014","23,547.00","23,539.00","23,639.00","23,502.00",27.09K,0.00%
"Jul 03, 2014","23,548.00","23,554.00","23,616.00","23,496.00",38.29K,0.01%
"Jul 02, 2014","23,545.00","23,100.00","23,576.00","23,063.00",62.65K,1.91%
"Jun 30, 2014","23,104.00","23,094.00","23,255.00","22,764.00",52.83K,-0.39%
"Jun 27, 2014","23,194.00","23,188.00","23,298.00","23,101.00",12.81K,0.01%
"Jun 26, 2014","23,192.00","22,893.00","23,231.00","22,862.00",61.44K,1.28%
"Jun 25, 2014","22,898.00","22,875.00","22,949.00","22,801.00",80.17K,0.05%
"Jun 24, 2014","22,887.00","22,770.00","22,943.00","22,764.00",86.25K,0.53%
"Jun 23, 2014","22,766.00","23,174.00","23,477.00","22,747.00",105.50K,-1.75%
"Jun 20, 2014","23,171.00","23,194.00","23,313.00","23,156.00",43.52K,-0.10%
"Jun 19, 2014","23,195.00","23,167.00","23,346.00","23,114.00",44.17K,0.09%
"Jun 18, 2014","23,173.00","23,162.00","23,278.00","23,100.00",38.47K,0.07%
"Jun 17, 2014","23,156.00","23,214.00","23,235.00","23,061.00",35.80K,-0.27%
"Jun 16, 2014","23,218.00","23,254.00","23,302.00","23,165.00",32.75K,-0.13%
"Jun 13, 2014","23,249.00","23,143.00","23,370.00","22,988.00",53.67K,0.46%
"Jun 12, 2014","23,143.00","23,091.00","23,186.00","22,980.00",34.48K,0.16%
"Jun 11, 2014","23,106.00","23,183.00","23,221.00","23,026.00",35.16K,-0.31%
"Jun 10, 2014","23,177.00","23,006.00","23,266.00","22,934.00",57.53K,0.73%
"Jun 09, 2014","23,008.00","22,796.00","23,050.00","22,780.00",37.98K,0.96%
"Jun 06, 2014","22,790.00","22,980.00","23,134.00","22,782.00",55.18K,-0.85%
"Jun 05, 2014","22,985.00","22,976.00","23,068.00","22,898.00",35.98K,-0.03%
"Jun 04, 2014","22,992.00","23,110.00","23,128.00","22,967.00",36.80K,-0.48%
"Jun 03, 2014","23,104.00","22,906.00","23,230.00","22,905.00",48.87K,0.85%
"May 30, 2014","22,910.00","22,895.00","23,034.00","22,830.00",51.87K,-0.97%
"May 29, 2014","23,134.00","23,031.00","23,197.00","23,004.00",12.57K,0.43%
"May 28, 2014","23,036.00","22,953.00","23,217.00","22,933.00",69.95K,0.37%
"May 27, 2014","22,951.00","22,963.00","22,990.00","22,872.00",74.31K,0.01%
"May 26, 2014","22,948.00","22,945.00","23,149.00","22,868.00",60.08K,0.07%
"May 23, 2014","22,931.00","22,918.00","22,980.00","22,862.00",47.77K,0.07%
"May 22, 2014","22,915.00","22,794.00","23,022.00","22,787.00",56.09K,0.53%
"May 21, 2014","22,794.00","22,690.00","22,836.00","22,575.00",55.97K,0.31%
"May 20, 2014","22,723.00","22,570.00","22,809.00","22,522.00",51.03K,0.66%
"May 19, 2014","22,574.00","22,578.00","22,685.00","22,390.00",48.18K,0.00%
"May 16, 2014","22,575.00","22,532.00","22,588.00","22,398.00",42.49K,0.11%
"May 15, 2014","22,550.00","22,387.00","22,680.00","22,386.00",53.53K,0.73%
"May 14, 2014","22,386.00","22,191.00","22,550.00","22,170.00",50.12K,0.84%
"May 13, 2014","22,199.00","22,112.00","22,250.00","22,104.00",39.56K,0.37%
"May 12, 2014","22,118.00","21,671.00","22,280.00","21,610.00",84.69K,2.00%
"May 11, 2014","21,684.00","21,684.00","21,684.00","21,684.00",-,0.04%
"May 09, 2014","21,676.00","21,622.00","21,752.00","21,503.00",44.42K,0.23%
"May 08, 2014","21,627.00","21,550.00","21,774.00","21,550.00",47.07K,0.32%
"May 07, 2014","21,559.00","21,751.00","21,789.00","21,488.00",52.01K,-0.99%
"May 05, 2014","21,775.00","22,024.00","22,170.00","21,683.00",56.99K,-1.13%
"May 02, 2014","22,024.00","21,856.00","22,095.00","21,835.00",37.88K,0.88%
"Apr 30, 2014","21,832.00","22,300.00","22,335.00","21,816.00",60.97K,-1.71%
"Apr 29, 2014","22,212.00","22,164.00","22,231.00","22,100.00",12.35K,0.25%
"Apr 28, 2014","22,157.00","22,175.00","22,216.00","22,057.00",71.67K,-0.08%
"Apr 25, 2014","22,175.00","22,548.00","22,580.00","22,150.00",113.13K,-1.63%
"Apr 24, 2014","22,543.00","22,474.00","22,588.00","22,390.00",55.01K,0.33%
"Apr 23, 2014","22,468.00","22,739.00","22,822.00","22,460.00",58.28K,-1.18%
"Apr 22, 2014","22,737.00","22,737.00","22,827.00","22,613.00",48.52K,-0.03%
"Apr 17, 2014","22,743.00","22,708.00","22,836.00","22,627.00",36.58K,0.21%
"Apr 16, 2014","22,696.00","22,644.00","22,885.00","22,568.00",61.55K,0.17%
"Apr 15, 2014","22,657.00","23,078.00","23,137.00","22,630.00",59.76K,-1.81%
"Apr 14, 2014","23,075.00","22,995.00","23,115.00","22,880.00",48.48K,0.33%
"Apr 11, 2014","23,000.00","23,257.00","23,416.00","22,938.00",68.91K,-1.18%
"Apr 10, 2014","23,275.00","22,876.00","23,285.00","22,738.00",95.52K,1.79%
"Apr 09, 2014","22,866.00","22,624.00","22,962.00","22,575.00",64.38K,1.04%
"Apr 08, 2014","22,630.00","22,389.00","22,650.00","22,335.00",57.36K,1.03%
"Apr 07, 2014","22,400.00","22,535.00","22,752.00","22,303.00",45.21K,-0.58%
"Apr 04, 2014","22,530.00","22,554.00","22,600.00","22,437.00",43.42K,-0.11%
"Apr 03, 2014","22,554.00","22,501.00","22,750.00","22,462.00",51.55K,0.18%
"Apr 02, 2014","22,514.00","22,426.00","22,570.00","22,397.00",50.31K,0.45%
"Apr 01, 2014","22,413.00","22,135.00","22,446.00","22,125.00",59.47K,1.23%
"Mar 31, 2014","22,140.00","22,061.00","22,201.00","22,010.00",44.88K,0.29%
"Mar 28, 2014","22,077.00","21,818.00","22,107.00","21,796.00",13.46K,1.11%
"Mar 27, 2014","21,835.00","21,881.00","22,003.00","21,713.00",74.14K,-0.19%
"Mar 26, 2014","21,876.00","21,733.00","22,005.00","21,725.00",92.82K,0.63%
"Mar 25, 2014","21,739.00","21,802.00","21,843.00","21,692.00",80.03K,-0.33%
"Mar 24, 2014","21,811.00","21,405.00","21,868.00","21,405.00",77.78K,1.75%
"Mar 21, 2014","21,436.00","21,149.00","21,450.00","21,051.00",67.84K,1.35%
"Mar 20, 2014","21,150.00","21,535.00","21,551.00","21,102.00",75.17K,-1.78%
"Mar 19, 2014","21,533.00","21,556.00","21,660.00","21,450.00",50.88K,-0.11%
"Mar 18, 2014","21,556.00","21,419.00","21,590.00","21,419.00",50.42K,0.76%
"Mar 17, 2014","21,393.00","21,507.00","21,564.00","21,361.00",49.18K,-0.53%
"Mar 14, 2014","21,507.00","21,749.00","21,810.00","21,455.00",61.41K,-1.12%
"Mar 13, 2014","21,751.00","21,885.00","22,026.00","21,714.00",63.72K,-0.71%
"Mar 12, 2014","21,906.00","22,220.00","22,258.00","21,852.00",58.57K,-1.44%
"Mar 11, 2014","22,225.00","22,188.00","22,280.00","22,051.00",40.92K,0.18%
"Mar 10, 2014","22,185.00","22,580.00","22,660.00","22,100.00",55.99K,-1.80%
"Mar 07, 2014","22,592.00","22,630.00","22,770.00","22,512.00",50.11K,-0.15%
"Mar 06, 2014","22,626.00","22,536.00","22,720.00","22,446.00",51.36K,0.42%
"Mar 05, 2014","22,532.00","22,623.00","22,813.00","22,429.00",54.99K,-0.43%
"Mar 04, 2014","22,629.00","22,431.00","22,733.00","22,290.00",63.75K,0.92%
"Mar 03, 2014","22,422.00","22,788.00","22,867.00","22,361.00",60.65K,-1.69%
"Feb 28, 2014","22,807.00","22,784.00","22,937.00","22,622.00",63.64K,0.64%
"Feb 27, 2014","22,661.00","22,405.00","22,666.00","22,321.00",13.64K,1.11%
"Feb 26, 2014","22,412.00","22,336.00","22,514.00","22,263.00",65.66K,0.31%
"Feb 25, 2014","22,342.00","22,366.00","22,556.00","22,236.00",113.00K,-0.16%
"Feb 24, 2014","22,377.00","22,576.00","22,642.00","22,245.00",71.92K,-0.90%
"Feb 21, 2014","22,581.00","22,382.00","22,690.00","22,351.00",56.31K,0.93%
"Feb 20, 2014","22,374.00","22,636.00","22,751.00","22,250.00",69.90K,-1.16%
"Feb 19, 2014","22,636.00","22,567.00","22,721.00","22,505.00",48.73K,0.24%
"Feb 18, 2014","22,581.00","22,519.00","22,606.00","22,434.00",40.84K,0.23%
"Feb 17, 2014","22,529.00","22,327.00","22,587.00","22,324.00",44.72K,0.92%
"Feb 14, 2014","22,324.00","22,154.00","22,410.00","22,068.00",50.39K,0.74%
"Feb 13, 2014","22,160.00","22,258.00","22,373.00","22,065.00",50.30K,-0.44%
"Feb 12, 2014","22,258.00","21,927.00","22,296.00","21,903.00",64.65K,1.63%
"Feb 11, 2014","21,902.00","21,510.00","21,998.00","21,478.00",60.82K,1.79%
"Feb 10, 2014","21,517.00","21,523.00","21,696.00","21,466.00",49.66K,-0.05%
"Feb 07, 2014","21,527.00","21,327.00","21,649.00","21,315.00",64.05K,0.91%
"Feb 06, 2014","21,332.00","21,209.00","21,388.00","21,138.00",50.22K,0.64%
"Feb 05, 2014","21,197.00","21,449.00","21,545.00","21,143.00",64.09K,-1.17%
"Feb 04, 2014","21,447.00","21,475.00","21,595.00","21,342.00",62.71K,-2.53%
"Feb 03, 2014","22,004.50","21,982.50","22,004.50","21,982.50",-,-0.03%
"Jan 30, 2014","22,012.00","22,114.00","22,120.00","21,662.00",38.96K,-0.77%
"Jan 29, 2014","22,182.00","21,996.00","22,249.00","21,942.00",17.87K,0.78%
"Jan 28, 2014","22,011.00","21,935.00","22,011.00","21,881.00",74.17K,0.39%
"Jan 27, 2014","21,925.00","22,410.00","22,412.00","21,850.00",126.98K,-2.23%
"Jan 24, 2014","22,424.00","22,732.00","22,762.00","22,410.00",96.16K,-1.31%
"Jan 23, 2014","22,721.00","23,040.00","23,148.00","22,690.00",83.10K,-1.45%
"Jan 22, 2014","23,055.00","23,056.00","23,139.00","22,911.00",54.47K,0.03%
"Jan 21, 2014","23,047.00","22,874.00","23,184.00","22,874.00",53.67K,0.78%
"Jan 20, 2014","22,869.00","23,160.00","23,242.00","22,857.00",57.84K,-1.28%
"Jan 17, 2014","23,166.00","22,961.00","23,291.00","22,838.00",73.69K,0.84%
"Jan 16, 2014","22,973.00","22,932.00","23,120.00","22,907.00",40.38K,0.27%
"Jan 15, 2014","22,910.00","22,766.00","23,028.00","22,752.00",44.57K,0.62%
"Jan 14, 2014","22,769.00","22,825.00","22,883.00","22,563.00",50.13K,-0.30%
"Jan 13, 2014","22,838.00","22,825.00","22,847.00","22,810.00",0.18K,-0.11%
"Jan 10, 2014","22,863.00","22,775.00","22,961.00","22,680.00",53.27K,0.33%
"Jan 09, 2014","22,788.00","22,964.00","23,026.00","22,686.00",51.04K,-0.68%
"Jan 08, 2014","22,944.00","22,634.00","23,055.00","22,621.00",59.88K,1.47%
"Jan 07, 2014","22,612.00","22,663.00","22,784.00","22,596.00",42.61K,-0.30%
"Jan 06, 2014","22,679.00","22,790.00","22,880.00","22,549.00",50.44K,-0.49%
"Jan 03, 2014","22,790.00","23,333.00","23,359.00","22,752.00",66.39K,-2.33%
"Jan 02, 2014","23,334.00","23,414.00","23,512.00","23,168.00",42.00K,0.00%
"Jan 01, 2014","23,334.50","23,334.50","23,334.50","23,334.50",-,0.01%
"Dec 31, 2013","23,333.00","23,253.00","23,408.00","23,230.00",21.97K,0.38%
"Dec 30, 2013","23,244.00","23,262.00","23,398.00","23,233.00",10.20K,-0.15%
"Dec 27, 2013","23,278.00","23,122.00","23,295.00","23,028.00",46.44K,0.30%
"Dec 26, 2013","23,207.50","23,207.50","23,207.50","23,207.50",-,-0.01%
"Dec 24, 2013","23,209.00","22,922.00","23,229.00","22,911.00",49.04K,1.24%
"Dec 23, 2013","22,924.00","22,832.00","22,996.00","22,825.00",88.00K,0.40%
"Dec 20, 2013","22,832.00","22,880.00","22,950.00","22,692.00",80.12K,0.00%
"Dec 19, 2013","22,833.00","23,187.00","23,415.00","22,719.00",85.12K,-1.50%
"Dec 18, 2013","23,180.00","23,053.00","23,240.00","22,986.00",44.37K,0.51%
"Dec 17, 2013","23,062.00","23,102.00","23,329.00","23,010.00",44.44K,-0.12%
"Dec 16, 2013","23,089.00","23,257.00","23,257.00","22,983.00",54.55K,-0.65%
"Dec 13, 2013","23,240.00","23,192.00","23,328.00","22,993.00",55.85K,0.23%
"Dec 12, 2013","23,186.00","23,344.00","23,401.00","23,153.00",52.68K,-0.69%
"Dec 11, 2013","23,346.00","23,775.00","23,778.00","23,259.00",70.72K,-1.77%
"Dec 10, 2013","23,766.00","23,775.00","23,848.00","23,726.00",36.28K,-0.01%
"Dec 09, 2013","23,769.00","23,760.00","24,048.00","23,726.00",46.62K,0.03%
"Dec 06, 2013","23,762.00","23,710.00","23,861.00","23,610.00",42.83K,0.27%
"Dec 05, 2013","23,698.00","23,713.00","23,728.00","23,550.00",46.56K,-0.14%
